Date, Close,Volume
"Sep 9 2013",29.42,48728674
"Sep 6 2013",28.70,20877660
"Sep 5 2013",28.75,28004842
"Sep 4 2013",28.50,26593534
"Sep 3 2013",28.48,41807604
"Sep 2 2013",28.08,48357936
"Aug 30 2013",27.18,55187018
"Aug 29 2013",26.92,22477076
"Aug 28 2013",26.60,35003380
"Aug 27 2013",27.15,30098706
"Aug 26 2013",27.18,21034414
"Aug 23 2013",26.80,24517948
"Aug 22 2013",26.65,33509052
"Aug 21 2013",26.68,14282514
"Aug 20 2013",26.55,24654582
"Aug 19 2013",27.30,15680294
"Aug 16 2013",27.48,36975818
"Aug 15 2013",27.40,45130162
"Aug 13 2013",27.20,79857320
"Aug 12 2013",26.58,87769992
"Aug 9 2013",24.78,15814232
"Aug 8 2013",24.78,13246440
"Aug 7 2013",24.60,21166808
"Aug 6 2013",25.05,24076944
"Aug 5 2013",25.05,17187580
"Aug 2 2013",25.32,20682558
"Aug 1 2013",25.12,20687958
"Jul 31 2013",25.10,17406100
"Jul 30 2013",25.02,10956846
"Jul 29 2013",24.90,18364026
"Jul 26 2013",25.18,18959964
"Jul 25 2013",25.15,17392410
"Jul 24 2013",25.48,23470890
"Jul 23 2013",25.80,46168774
"Jul 22 2013",24.92,24448032
"Jul 19 2013",24.90,29972756
"Jul 18 2013",25.18,15349724
"Jul 17 2013",25.30,19412650
"Jul 16 2013",25.38,13787608
"Jul 15 2013",25.48,13688398
"Jul 12 2013",25.62,23897022
"Jul 11 2013",26.20,44221040
"Jul 10 2013",25.10,33212502
"Jul 9 2013",24.42,18546190
"Jul 8 2013",24.52,27931828
"Jul 5 2013",24.95,43964192
"Jul 4 2013",24.80,36239926
"Jul 3 2013",24.92,59145456
"Jul 2 2013",25.72,27960188
"Jun 28 2013",26.10,30967530
"Jun 27 2013",25.30,31330070
"Jun 26 2013",25.60,55069128
"Jun 25 2013",25.15,54592886
"Jun 24 2013",25.80,44156362
"Jun 21 2013",26.55,60118616
"Jun 20 2013",26.80,40915948
"Jun 19 2013",27.50,20385404
"Jun 18 2013",27.65,20905146
"Jun 17 2013",27.70,15921636
"Jun 14 2013",27.50,24854802
"Jun 13 2013",27.60,51149680
"Jun 11 2013",28.22,22898452
"Jun 10 2013",28.35,21590444
"Jun 7 2013",28.42,25621104
"Jun 6 2013",28.55,16989806
"Jun 5 2013",28.80,14002738
"Jun 4 2013",28.98,18169212
"Jun 3 2013",28.92,15076170
"May 31 2013",28.92,23718216
"May 30 2013",29.12,29782212
"May 29 2013",29.38,28773064
"May 28 2013",30.00,21286004
"May 27 2013",29.52,9592560
"May 24 2013",29.32,20489796
"May 23 2013",29.50,35177954
"May 22 2013",30.50,19687124
"May 21 2013",30.40,15676266
"May 20 2013",30.60,21924480
"May 16 2013",29.98,22647174
"May 15 2013",30.25,14752352
"May 14 2013",30.18,24293886
"May 13 2013",30.48,35764832
"May 10 2013",31.80,13871388
"May 9 2013",31.70,20833534
"May 8 2013",32.08,28514004
"May 7 2013",31.65,23509714
"May 6 2013",31.25,19453812
"May 3 2013",30.80,28004290
"May 2 2013",30.60,24506558
"Apr 30 2013",30.70,35323294
"Apr 29 2013",29.95,15878764
"Apr 26 2013",30.10,20510770
"Apr 25 2013",29.80,22263940
"Apr 24 2013",29.82,19234128
"Apr 23 2013",29.30,28509988
"Apr 22 2013",29.80,14941128
"Apr 19 2013",30.02,34320800
"Apr 18 2013",28.98,22991810
"Apr 17 2013",28.90,24544896
"Apr 16 2013",29.18,24949412
"Apr 15 2013",29.18,19554874
"Apr 12 2013",29.65,15362006
"Apr 11 2013",29.90,22526724
"Apr 10 2013",29.80,21213092
"Apr 9 2013",29.42,31163412
"Apr 8 2013",28.58,29725640
"Apr 5 2013",28.95,29578564
"Apr 3 2013",29.85,15888650
"Apr 2 2013",29.88,17136528
"Mar 28 2013",30.10,21307084
"Mar 27 2013",30.25,23952610
